"","Province.State","Country.Region","Lat","Long","Date","count"
"467","","Papua New Guinea",-6.314993,143.95555,2020-01-23,0
"468","","Paraguay",-23.4425,-58.4438,2020-01-23,0
"469","","Peru",-9.19,-75.0152,2020-01-23,0
"470","","Philippines",12.879721,121.774017,2020-01-23,0
"471","","Poland",51.9194,19.1451,2020-01-23,0
"472","","Portugal",39.3999,-8.2245,2020-01-23,0
"473","","Qatar",25.3548,51.1839,2020-01-23,0
"474","","Romania",45.9432,24.9668,2020-01-23,0
"475","","Russia",61.52401,105.318756,2020-01-23,0
"476","","Rwanda",-1.9403,29.8739,2020-01-23,0
"477","","Saint Kitts and Nevis",17.357822,-62.782998,2020-01-23,0
"478","","Saint Lucia",13.9094,-60.9789,2020-01-23,0
"479","","Saint Vincent and the Grenadines",12.9843,-61.2872,2020-01-23,0
"480","","San Marino",43.9424,12.4578,2020-01-23,0
"481","","Sao Tome and Principe",0.1864,6.6131,2020-01-23,0
"482","","Saudi Arabia",23.885942,45.079162,2020-01-23,0
"483","","Senegal",14.4974,-14.4524,2020-01-23,0
"484","","Serbia",44.0165,21.0059,2020-01-23,0
"485","","Seychelles",-4.6796,55.492,2020-01-23,0
"486","","Sierra Leone",8.460555,-11.779889,2020-01-23,0
"487","","Singapore",1.2833,103.8333,2020-01-23,1
"488","","Slovakia",48.669,19.699,2020-01-23,0
"489","","Slovenia",46.1512,14.9955,2020-01-23,0
"490","","Somalia",5.152149,46.199616,2020-01-23,0
"491","","South Africa",-30.5595,22.9375,2020-01-23,0
"492","","South Sudan",6.877,31.307,2020-01-23,0
"493","","Spain",40.463667,-3.74922,2020-01-23,0
"494","","Sri Lanka",7.873054,80.771797,2020-01-23,0
"495","","Sudan",12.8628,30.2176,2020-01-23,0
"496","","Suriname",3.9193,-56.0278,2020-01-23,0
"497","","Sweden",60.128161,18.643501,2020-01-23,0
"498","","Switzerland",46.8182,8.2275,2020-01-23,0
"499","","Syria",34.802075,38.996815,2020-01-23,0
"500","","Taiwan*",23.7,121,2020-01-23,1
"501","","Tajikistan",38.861,71.2761,2020-01-23,0
"502","","Tanzania",-6.369028,34.888822,2020-01-23,0
"503","","Thailand",15.870032,100.992541,2020-01-23,3
"504","","Timor-Leste",-8.874217,125.727539,2020-01-23,0
"505","","Togo",8.6195,0.8248,2020-01-23,0
"506","","Trinidad and Tobago",10.6918,-61.2225,2020-01-23,0
"507","","Tunisia",33.886917,9.537499,2020-01-23,0
"508","","Turkey",38.9637,35.2433,2020-01-23,0
"509","","US",40,-100,2020-01-23,1
"510","","Uganda",1.373333,32.290275,2020-01-23,0
"511","","Ukraine",48.3794,31.1656,2020-01-23,0
"512","","United Arab Emirates",23.424076,53.847818,2020-01-23,0
"513","Anguilla","United Kingdom",18.2206,-63.0686,2020-01-23,0
"514","Bermuda","United Kingdom",32.3078,-64.7505,2020-01-23,0
"515","British Virgin Islands","United Kingdom",18.4207,-64.64,2020-01-23,0
"516","Cayman Islands","United Kingdom",19.3133,-81.2546,2020-01-23,0
"517","Channel Islands","United Kingdom",49.3723,-2.3644,2020-01-23,0
"518","Falkland Islands (Malvinas)","United Kingdom",-51.7963,-59.5236,2020-01-23,0
"519","Gibraltar","United Kingdom",36.1408,-5.3536,2020-01-23,0
"520","Isle of Man","United Kingdom",54.2361,-4.5481,2020-01-23,0
"521","Montserrat","United Kingdom",16.742498,-62.187366,2020-01-23,0
"522","Turks and Caicos Islands","United Kingdom",21.694,-71.7979,2020-01-23,0
"523","","United Kingdom",55.3781,-3.436,2020-01-23,0
"524","","Uruguay",-32.5228,-55.7658,2020-01-23,0
"525","","Uzbekistan",41.377491,64.585262,2020-01-23,0
"526","","Venezuela",6.4238,-66.5897,2020-01-23,0
"527","","Vietnam",14.058324,108.277199,2020-01-23,2
"528","","West Bank and Gaza",31.9522,35.2332,2020-01-23,0
"529","","Western Sahara",24.2155,-12.8858,2020-01-23,0
"530","","Yemen",15.552727,48.516388,2020-01-23,0
"531","","Zambia",-13.133897,27.849332,2020-01-23,0
"532","","Zimbabwe",-19.015438,29.154857,2020-01-23,0
"533","","Afghanistan",33.93911,67.709953,2020-01-24,0
"534","","Albania",41.1533,20.1683,2020-01-24,0
"535","","Algeria",28.0339,1.6596,2020-01-24,0
"536","","Andorra",42.5063,1.5218,2020-01-24,0
"537","","Angola",-11.2027,17.8739,2020-01-24,0
"538","","Antigua and Barbuda",17.0608,-61.7964,2020-01-24,0
"539","","Argentina",-38.4161,-63.6167,2020-01-24,0
"540","","Armenia",40.0691,45.0382,2020-01-24,0
"541","Australian Capital Territory","Australia",-35.4735,149.0124,2020-01-24,0
"542","New South Wales","Australia",-33.8688,151.2093,2020-01-24,0
"543","Northern Territory","Australia",-12.4634,130.8456,2020-01-24,0
"544","Queensland","Australia",-27.4698,153.0251,2020-01-24,0
"545","South Australia","Australia",-34.9285,138.6007,2020-01-24,0
"546","Tasmania","Australia",-42.8821,147.3272,2020-01-24,0
"547","Victoria","Australia",-37.8136,144.9631,2020-01-24,0
"548","Western Australia","Australia",-31.9505,115.8605,2020-01-24,0
"549","","Austria",47.5162,14.5501,2020-01-24,0
"550","","Azerbaijan",40.1431,47.5769,2020-01-24,0
"551","","Bahamas",25.025885,-78.035889,2020-01-24,0
"552","","Bahrain",26.0275,50.55,2020-01-24,0
"553","","Bangladesh",23.685,90.3563,2020-01-24,0
"554","","Barbados",13.1939,-59.5432,2020-01-24,0
"555","","Belarus",53.7098,27.9534,2020-01-24,0
"556","","Belgium",50.8333,4.469936,2020-01-24,0
"557","","Belize",17.1899,-88.4976,2020-01-24,0
"558","","Benin",9.3077,2.3158,2020-01-24,0
"559","","Bhutan",27.5142,90.4336,2020-01-24,0
"560","","Bolivia",-16.2902,-63.5887,2020-01-24,0
"561","","Bosnia and Herzegovina",43.9159,17.6791,2020-01-24,0
"562","","Botswana",-22.3285,24.6849,2020-01-24,0
"563","","Brazil",-14.235,-51.9253,2020-01-24,0
"564","","Brunei",4.5353,114.7277,2020-01-24,0
"565","","Bulgaria",42.7339,25.4858,2020-01-24,0
"566","","Burkina Faso",12.2383,-1.5616,2020-01-24,0
"567","","Burma",21.9162,95.956,2020-01-24,0
"568","","Burundi",-3.3731,29.9189,2020-01-24,0
"569","","Cabo Verde",16.5388,-23.0418,2020-01-24,0
"570","","Cambodia",11.55,104.9167,2020-01-24,0
"571","","Cameroon",3.848,11.5021,2020-01-24,0
"572","Alberta","Canada",53.9333,-116.5765,2020-01-24,0
"573","British Columbia","Canada",53.7267,-127.6476,2020-01-24,0
"574","Diamond Princess","Canada",0,0,2020-01-24,0
"575","Grand Princess","Canada",0,0,2020-01-24,0
"576","Manitoba","Canada",53.7609,-98.8139,2020-01-24,0
"577","New Brunswick","Canada",46.5653,-66.4619,2020-01-24,0
"578","Newfoundland and Labrador","Canada",53.1355,-57.6604,2020-01-24,0
"579","Northwest Territories","Canada",64.8255,-124.8457,2020-01-24,0
"580","Nova Scotia","Canada",44.682,-63.7443,2020-01-24,0
"581","Ontario","Canada",51.2538,-85.3232,2020-01-24,0
"582","Prince Edward Island","Canada",46.5107,-63.4168,2020-01-24,0
"583","Quebec","Canada",52.9399,-73.5491,2020-01-24,0
"584","Saskatchewan","Canada",52.9399,-106.4509,2020-01-24,0
"585","Yukon","Canada",64.2823,-135,2020-01-24,0
"586","","Central African Republic",6.6111,20.9394,2020-01-24,0
"587","","Chad",15.4542,18.7322,2020-01-24,0
"588","","Chile",-35.6751,-71.543,2020-01-24,0
"589","Anhui","China",31.8257,117.2264,2020-01-24,15
"590","Beijing","China",40.1824,116.4142,2020-01-24,36
"591","Chongqing","China",30.0572,107.874,2020-01-24,27
"592","Fujian","China",26.0789,117.9874,2020-01-24,10
"593","Gansu","China",35.7518,104.2861,2020-01-24,2
"594","Guangdong","China",23.3417,113.4244,2020-01-24,53
"595","Guangxi","China",23.8298,108.7881,2020-01-24,23
"596","Guizhou","China",26.8154,106.8748,2020-01-24,3
"597","Hainan","China",19.1959,109.7453,2020-01-24,8
"598","Hebei","China",39.549,116.1306,2020-01-24,2
"599","Heilongjiang","China",47.862,127.7615,2020-01-24,4
"600","Henan","China",37.8957,114.9042,2020-01-24,9
"601","Hong Kong","China",22.3,114.2,2020-01-24,2
"602","Hubei","China",30.9756,112.2707,2020-01-24,549
"603","Hunan","China",27.6104,111.7088,2020-01-24,24
"604","Inner Mongolia","China",44.0935,113.9448,2020-01-24,1
"605","Jiangsu","China",32.9711,119.455,2020-01-24,9
"606","Jiangxi","China",27.614,115.7221,2020-01-24,18
"607","Jilin","China",43.6661,126.1923,2020-01-24,3
"608","Liaoning","China",41.2956,122.6085,2020-01-24,4
"609","Macau","China",22.1667,113.55,2020-01-24,2
"610","Ningxia","China",37.2692,106.1655,2020-01-24,2
"611","Qinghai","China",35.7452,95.9956,2020-01-24,0
"612","Shaanxi","China",35.1917,108.8701,2020-01-24,5
"613","Shandong","China",36.3427,118.1498,2020-01-24,15
"614","Shanghai","China",31.202,121.4491,2020-01-24,20
"615","Shanxi","China",37.5777,112.2922,2020-01-24,1
"616","Sichuan","China",30.6171,102.7103,2020-01-24,15
"617","Tianjin","China",39.3054,117.323,2020-01-24,8
"618","Tibet","China",31.6927,88.0924,2020-01-24,0
"619","Xinjiang","China",41.1129,85.2401,2020-01-24,2
"620","Yunnan","China",24.974,101.487,2020-01-24,5
"621","Zhejiang","China",29.1832,120.0934,2020-01-24,43
"622","","Colombia",4.5709,-74.2973,2020-01-24,0
"623","","Comoros",-11.6455,43.3333,2020-01-24,0
"624","","Congo (Brazzaville)",-0.228,15.8277,2020-01-24,0
"625","","Congo (Kinshasa)",-4.0383,21.7587,2020-01-24,0
"626","","Costa Rica",9.7489,-83.7534,2020-01-24,0
"627","","Cote d'Ivoire",7.54,-5.5471,2020-01-24,0
"628","","Croatia",45.1,15.2,2020-01-24,0
"629","","Cuba",21.521757,-77.781167,2020-01-24,0
"630","","Cyprus",35.1264,33.4299,2020-01-24,0
"631","","Czechia",49.8175,15.473,2020-01-24,0
"632","Faroe Islands","Denmark",61.8926,-6.9118,2020-01-24,0
"633","Greenland","Denmark",71.7069,-42.6043,2020-01-24,0
"634","","Denmark",56.2639,9.5018,2020-01-24,0
"635","","Diamond Princess",0,0,2020-01-24,0
"636","","Djibouti",11.8251,42.5903,2020-01-24,0
"637","","Dominica",15.415,-61.371,2020-01-24,0
"638","","Dominican Republic",18.7357,-70.1627,2020-01-24,0
"639","","Ecuador",-1.8312,-78.1834,2020-01-24,0
"640","","Egypt",26.820553,30.802498,2020-01-24,0
"641","","El Salvador",13.7942,-88.8965,2020-01-24,0
"642","","Equatorial Guinea",1.6508,10.2679,2020-01-24,0
"643","","Eritrea",15.1794,39.7823,2020-01-24,0
"644","","Estonia",58.5953,25.0136,2020-01-24,0
"645","","Eswatini",-26.5225,31.4659,2020-01-24,0
"646","","Ethiopia",9.145,40.4897,2020-01-24,0
"647","","Fiji",-17.7134,178.065,2020-01-24,0
"648","","Finland",61.92411,25.748151,2020-01-24,0
"649","French Guiana","France",3.9339,-53.1258,2020-01-24,0
"650","French Polynesia","France",-17.6797,149.4068,2020-01-24,0
"651","Guadeloupe","France",16.265,-61.551,2020-01-24,0
"652","Martinique","France",14.6415,-61.0242,2020-01-24,0
"653","Mayotte","France",-12.8275,45.166244,2020-01-24,0
"654","New Caledonia","France",-20.904305,165.618042,2020-01-24,0
"655","Reunion","France",-21.1151,55.5364,2020-01-24,0
"656","Saint Barthelemy","France",17.9,-62.8333,2020-01-24,0
"657","Saint Pierre and Miquelon","France",46.8852,-56.3159,2020-01-24,0
"658","St Martin","France",18.0708,-63.0501,2020-01-24,0
"659","","France",46.2276,2.2137,2020-01-24,2
"660","","Gabon",-0.8037,11.6094,2020-01-24,0
"661","","Gambia",13.4432,-15.3101,2020-01-24,0
"662","","Georgia",42.3154,43.3569,2020-01-24,0
"663","","Germany",51.165691,10.451526,2020-01-24,0
"664","","Ghana",7.9465,-1.0232,2020-01-24,0
"665","","Greece",39.0742,21.8243,2020-01-24,0
"666","","Grenada",12.1165,-61.679,2020-01-24,0
"667","","Guatemala",15.7835,-90.2308,2020-01-24,0
"668","","Guinea",9.9456,-9.6966,2020-01-24,0
"669","","Guinea-Bissau",11.8037,-15.1804,2020-01-24,0
"670","","Guyana",4.860416,-58.93018,2020-01-24,0
"671","","Haiti",18.9712,-72.2852,2020-01-24,0
"672","","Holy See",41.9029,12.4534,2020-01-24,0
"673","","Honduras",15.2,-86.2419,2020-01-24,0
"674","","Hungary",47.1625,19.5033,2020-01-24,0
"675","","Iceland",64.9631,-19.0208,2020-01-24,0
"676","","India",20.593684,78.96288,2020-01-24,0
"677","","Indonesia",-0.7893,113.9213,2020-01-24,0
"678","","Iran",32.427908,53.688046,2020-01-24,0
"679","","Iraq",33.223191,43.679291,2020-01-24,0
"680","","Ireland",53.1424,-7.6921,2020-01-24,0
"681","","Israel",31.046051,34.851612,2020-01-24,0
"682","","Italy",41.87194,12.56738,2020-01-24,0
"683","","Jamaica",18.1096,-77.2975,2020-01-24,0
"684","","Japan",36.204824,138.252924,2020-01-24,2
"685","","Jordan",31.24,36.51,2020-01-24,0
"686","","Kazakhstan",48.0196,66.9237,2020-01-24,0
"687","","Kenya",-0.0236,37.9062,2020-01-24,0
"688","","Korea, South",35.907757,127.766922,2020-01-24,2
"689","","Kosovo",42.602636,20.902977,2020-01-24,0
"690","","Kuwait",29.31166,47.481766,2020-01-24,0
"691","","Kyrgyzstan",41.20438,74.766098,2020-01-24,0
"692","","Laos",19.85627,102.495496,2020-01-24,0
"693","","Latvia",56.8796,24.6032,2020-01-24,0
"694","","Lebanon",33.8547,35.8623,2020-01-24,0
"695","","Lesotho",-29.61,28.2336,2020-01-24,0
"696","","Liberia",6.428055,-9.429499,2020-01-24,0
"697","","Libya",26.3351,17.228331,2020-01-24,0
"698","","Liechtenstein",47.14,9.55,2020-01-24,0
"699","","Lithuania",55.1694,23.8813,2020-01-24,0
"700","","Luxembourg",49.8153,6.1296,2020-01-24,0
"701","","MS Zaandam",0,0,2020-01-24,0
"702","","Madagascar",-18.766947,46.869107,2020-01-24,0
"703","","Malawi",-13.2543,34.3015,2020-01-24,0
"704","","Malaysia",4.210484,101.975766,2020-01-24,0
"705","","Maldives",3.2028,73.2207,2020-01-24,0
"706","","Mali",17.570692,-3.996166,2020-01-24,0
"707","","Malta",35.9375,14.3754,2020-01-24,0
"708","","Mauritania",21.0079,-10.9408,2020-01-24,0
"709","","Mauritius",-20.348404,57.552152,2020-01-24,0
"710","","Mexico",23.6345,-102.5528,2020-01-24,0
"711","","Moldova",47.4116,28.3699,2020-01-24,0
"712","","Monaco",43.7333,7.4167,2020-01-24,0
"713","","Mongolia",46.8625,103.8467,2020-01-24,0
"714","","Montenegro",42.708678,19.37439,2020-01-24,0
"715","","Morocco",31.7917,-7.0926,2020-01-24,0
"716","","Mozambique",-18.665695,35.529562,2020-01-24,0
"717","","Namibia",-22.9576,18.4904,2020-01-24,0
"718","","Nepal",28.1667,84.25,2020-01-24,0
"719","Aruba","Netherlands",12.5211,-69.9683,2020-01-24,0
"720","Bonaire, Sint Eustatius and Saba","Netherlands",12.1784,-68.2385,2020-01-24,0
"721","Curacao","Netherlands",12.1696,-68.99,2020-01-24,0
"722","Sint Maarten","Netherlands",18.0425,-63.0548,2020-01-24,0
"723","","Netherlands",52.1326,5.2913,2020-01-24,0
"724","","New Zealand",-40.9006,174.886,2020-01-24,0
"725","","Nicaragua",12.865416,-85.207229,2020-01-24,0
"726","","Niger",17.607789,8.081666,2020-01-24,0
"727","","Nigeria",9.082,8.6753,2020-01-24,0
"728","","North Macedonia",41.6086,21.7453,2020-01-24,0
"729","","Norway",60.472,8.4689,2020-01-24,0
"730","","Oman",21.512583,55.923255,2020-01-24,0
"731","","Pakistan",30.3753,69.3451,2020-01-24,0
"732","","Panama",8.538,-80.7821,2020-01-24,0
"733","","Papua New Guinea",-6.314993,143.95555,2020-01-24,0
"734","","Paraguay",-23.4425,-58.4438,2020-01-24,0
"735","","Peru",-9.19,-75.0152,2020-01-24,0
"736","","Philippines",12.879721,121.774017,2020-01-24,0
"737","","Poland",51.9194,19.1451,2020-01-24,0
"738","","Portugal",39.3999,-8.2245,2020-01-24,0
"739","","Qatar",25.3548,51.1839,2020-01-24,0
"740","","Romania",45.9432,24.9668,2020-01-24,0
"741","","Russia",61.52401,105.318756,2020-01-24,0
"742","","Rwanda",-1.9403,29.8739,2020-01-24,0
"743","","Saint Kitts and Nevis",17.357822,-62.782998,2020-01-24,0
"744","","Saint Lucia",13.9094,-60.9789,2020-01-24,0
"745","","Saint Vincent and the Grenadines",12.9843,-61.2872,2020-01-24,0
"746","","San Marino",43.9424,12.4578,2020-01-24,0
"747","","Sao Tome and Principe",0.1864,6.6131,2020-01-24,0
"748","","Saudi Arabia",23.885942,45.079162,2020-01-24,0
"749","","Senegal",14.4974,-14.4524,2020-01-24,0
"750","","Serbia",44.0165,21.0059,2020-01-24,0
"751","","Seychelles",-4.6796,55.492,2020-01-24,0
"752","","Sierra Leone",8.460555,-11.779889,2020-01-24,0
"753","","Singapore",1.2833,103.8333,2020-01-24,3
"754","","Slovakia",48.669,19.699,2020-01-24,0
"755","","Slovenia",46.1512,14.9955,2020-01-24,0
"756","","Somalia",5.152149,46.199616,2020-01-24,0
"757","","South Africa",-30.5595,22.9375,2020-01-24,0
"758","","South Sudan",6.877,31.307,2020-01-24,0
"759","","Spain",40.463667,-3.74922,2020-01-24,0
"760","","Sri Lanka",7.873054,80.771797,2020-01-24,0
"761","","Sudan",12.8628,30.2176,2020-01-24,0
"762","","Suriname",3.9193,-56.0278,2020-01-24,0
"763","","Sweden",60.128161,18.643501,2020-01-24,0
"764","","Switzerland",46.8182,8.2275,2020-01-24,0
"765","","Syria",34.802075,38.996815,2020-01-24,0
"766","","Taiwan*",23.7,121,2020-01-24,3
"767","","Tajikistan",38.861,71.2761,2020-01-24,0
"768","","Tanzania",-6.369028,34.888822,2020-01-24,0
"769","","Thailand",15.870032,100.992541,2020-01-24,5
"770","","Timor-Leste",-8.874217,125.727539,2020-01-24,0
"771","","Togo",8.6195,0.8248,2020-01-24,0
"772","","Trinidad and Tobago",10.6918,-61.2225,2020-01-24,0
"773","","Tunisia",33.886917,9.537499,2020-01-24,0
"774","","Turkey",38.9637,35.2433,2020-01-24,0
"775","","US",40,-100,2020-01-24,2
"776","","Uganda",1.373333,32.290275,2020-01-24,0
"777","","Ukraine",48.3794,31.1656,2020-01-24,0
"778","","United Arab Emirates",23.424076,53.847818,2020-01-24,0
"779","Anguilla","United Kingdom",18.2206,-63.0686,2020-01-24,0
"780","Bermuda","United Kingdom",32.3078,-64.7505,2020-01-24,0
"781","British Virgin Islands","United Kingdom",18.4207,-64.64,2020-01-24,0
"782","Cayman Islands","United Kingdom",19.3133,-81.2546,2020-01-24,0
"783","Channel Islands","United Kingdom",49.3723,-2.3644,2020-01-24,0
"784","Falkland Islands (Malvinas)","United Kingdom",-51.7963,-59.5236,2020-01-24,0
"785","Gibraltar","United Kingdom",36.1408,-5.3536,2020-01-24,0
"786","Isle of Man","United Kingdom",54.2361,-4.5481,2020-01-24,0
"787","Montserrat","United Kingdom",16.742498,-62.187366,2020-01-24,0
"788","Turks and Caicos Islands","United Kingdom",21.694,-71.7979,2020-01-24,0
"789","","United Kingdom",55.3781,-3.436,2020-01-24,0
"790","","Uruguay",-32.5228,-55.7658,2020-01-24,0
"791","","Uzbekistan",41.377491,64.585262,2020-01-24,0
"792","","Venezuela",6.4238,-66.5897,2020-01-24,0
"793","","Vietnam",14.058324,108.277199,2020-01-24,2
"794","","West Bank and Gaza",31.9522,35.2332,2020-01-24,0
"795","","Western Sahara",24.2155,-12.8858,2020-01-24,0
"796","","Yemen",15.552727,48.516388,2020-01-24,0
"797","","Zambia",-13.133897,27.849332,2020-01-24,0
"798","","Zimbabwe",-19.015438,29.154857,2020-01-24,0
"799","","Afghanistan",33.93911,67.709953,2020-01-25,0
"800","","Albania",41.1533,20.1683,2020-01-25,0
"801","","Algeria",28.0339,1.6596,2020-01-25,0
"802","","Andorra",42.5063,1.5218,2020-01-25,0
"803","","Angola",-11.2027,17.8739,2020-01-25,0
"804","","Antigua and Barbuda",17.0608,-61.7964,2020-01-25,0
"805","","Argentina",-38.4161,-63.6167,2020-01-25,0
"806","","Armenia",40.0691,45.0382,2020-01-25,0
"807","Australian Capital Territory","Australia",-35.4735,149.0124,2020-01-25,0
"808","New South Wales","Australia",-33.8688,151.2093,2020-01-25,0
"809","Northern Territory","Australia",-12.4634,130.8456,2020-01-25,0
"810","Queensland","Australia",-27.4698,153.0251,2020-01-25,0
"811","South Australia","Australia",-34.9285,138.6007,2020-01-25,0
"812","Tasmania","Australia",-42.8821,147.3272,2020-01-25,0
"813","Victoria","Australia",-37.8136,144.9631,2020-01-25,0
"814","Western Australia","Australia",-31.9505,115.8605,2020-01-25,0
"815","","Austria",47.5162,14.5501,2020-01-25,0
"816","","Azerbaijan",40.1431,47.5769,2020-01-25,0
"817","","Bahamas",25.025885,-78.035889,2020-01-25,0
"818","","Bahrain",26.0275,50.55,2020-01-25,0
"819","","Bangladesh",23.685,90.3563,2020-01-25,0
"820","","Barbados",13.1939,-59.5432,2020-01-25,0
"821","","Belarus",53.7098,27.9534,2020-01-25,0
"822","","Belgium",50.8333,4.469936,2020-01-25,0
"823","","Belize",17.1899,-88.4976,2020-01-25,0
"824","","Benin",9.3077,2.3158,2020-01-25,0
"825","","Bhutan",27.5142,90.4336,2020-01-25,0
"826","","Bolivia",-16.2902,-63.5887,2020-01-25,0
"827","","Bosnia and Herzegovina",43.9159,17.6791,2020-01-25,0
"828","","Botswana",-22.3285,24.6849,2020-01-25,0
"829","","Brazil",-14.235,-51.9253,2020-01-25,0
"830","","Brunei",4.5353,114.7277,2020-01-25,0
"831","","Bulgaria",42.7339,25.4858,2020-01-25,0
"832","","Burkina Faso",12.2383,-1.5616,2020-01-25,0
"833","","Burma",21.9162,95.956,2020-01-25,0
"834","","Burundi",-3.3731,29.9189,2020-01-25,0
"835","","Cabo Verde",16.5388,-23.0418,2020-01-25,0
"836","","Cambodia",11.55,104.9167,2020-01-25,0
"837","","Cameroon",3.848,11.5021,2020-01-25,0
"838","Alberta","Canada",53.9333,-116.5765,2020-01-25,0
"839","British Columbia","Canada",53.7267,-127.6476,2020-01-25,0
"840","Diamond Princess","Canada",0,0,2020-01-25,0
"841","Grand Princess","Canada",0,0,2020-01-25,0
"842","Manitoba","Canada",53.7609,-98.8139,2020-01-25,0
"843","New Brunswick","Canada",46.5653,-66.4619,2020-01-25,0
"844","Newfoundland and Labrador","Canada",53.1355,-57.6604,2020-01-25,0
"845","Northwest Territories","Canada",64.8255,-124.8457,2020-01-25,0
"846","Nova Scotia","Canada",44.682,-63.7443,2020-01-25,0
"847","Ontario","Canada",51.2538,-85.3232,2020-01-25,0
